strategy,summary_count,source_word_count,summary_word_count,compression_ratio,lexical_coverage,novelty_ratio,repetition_ratio,sentiment_alignment,rouge1_source_coverage,rouge2_source_coverage,rougeL_source_coverage
combined,20,672.65,42.15,0.0624961329020385,0.9758518806073153,0.02414811939268461,0.07910024182970807,,0.062022846542667355,0.05507304526699458,0.057955158220055515
sentiment_separated,60,370.21666666666664,39.13333333333333,0.11108796208678509,0.9611236930349529,0.03887630696504704,0.0849435848770326,0.6916666666666667,0.10963559495907131,0.09375075121957993,0.10357662141321047
